9.414801493628934814e-01,9.509900498999976914e-01,9.320653180743597721e-01,9.414801493832147816e-01
9.414801468519837790e-01,0.000000000000000000e+00,6.915831337982198956e-01,8.411520938592080832e-01
3.471840778596924082e-01,9.223605302837442066e-01,3.841797935323174040e-02,3.802801536362582224e-01
2.074684835215510614e-01,0.000000000000000000e+00,4.961531963165147392e-03,5.584108305476361174e-03
9.509900497589993673e-01,9.605960099999985013e-01,0.000000000000000000e+00,9.414801485301582673e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.800999212941500227e-01,0.000000000000000000e+00,6.357408520887248837e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.605960097782957341e-01,0.000000000000000000e+00,9.702989999999985793e-01,9.509900440852949721e-01
9.605960039490798463e-01,9.800999681797247787e-01,9.800999999999989720e-01,0.000000000000000000e+00
9.702980972177400742e-01,9.899999999999994360e-01,0.000000000000000000e+00,9.702978508830787385e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.204535032442935361e-01,9.899999999999794520e-01,9.219594870284092414e-01
9.800999630112058325e-01,9.899999842078958112e-01,9.999999999999994449e-01,9.800999651884045871e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
